name,rating,review
Baby Trend Diaper Champ,4,GOOD POINTS:Easy to operate and change.Less expensive to use than comperable products.Kept smell in for several months as other products did.We were unable to break it after 10 mos unlike competitors.BAD POINTS:Toddler kept flipping it back and forth and touching where we put the diapers.Did not keep room odor free after several mos of use.
Baby Trend Diaper Champ,4,I love this diaper pail. It keeps the diapers from stinking up your room/house. I also love that I can use regualer old kitchen bags and dont' have to fork over extra bucks for special bags. The reason I gave it 4 stars is that I wish that it held more diapers.
Baby Trend Diaper Champ,4,"I have been very happy with this pail.  The greatest thing... regular trash bags!!  The Next greatest thing... 1 handed operation & it takes only a SECOND! Awesome!I have not had any issues with odor.  I change the bag every 5-6 days or so.  If the plunger is not going down, it's because you need to change the bag!!The only reason I rated it 4 stars is because changing the bag takes a few minutes.  It can be difficult to open, ALthough, when my daughter gets older and starts getting into things, this will probably be a blessing! :)"
Baby Trend Diaper Champ,4,"My husband saw this after my first shower and said ""What's that thing for?""  He now loves it.  I do too.  Best of all, you don't have to buy specific bags, we use the bags from the grocery and they do quite well.  We've bought some air freshener cans and put them in the bottom, because after 8 months of use, it's going to smell.  But the room does not carry the smell, only when you're on the floor near the genie.  My only issue is that I've broken a nail or two lifting the latch to get the top open.  But it's infinitely better than having the smell!!"
Baby Trend Diaper Champ,4,"My husband and I originally registered for the Diaper Genie, but we changed our minds when we considered that we would only be able to use the Diaper Genie refills.  The Diaper Champ allows you to use regular garbage bags.  Plus it's simple to use.  We haven't had a problem with odor at all.  It's a great product!"
Baby Trend Diaper Champ,4,"We have ours in our living room and you can't smell a thing.  It is a little difficult to open and it doesn't hold a lot of diapers, but overall it works well."
Baby Trend Diaper Champ,4,"The boy is now 1 year old and we have had it since the beginning.  I remember reading a good review about the Diaper Champ and deciding to get it.Honestly, it does a great job.  It does contain the odor to inside the Champ.  I have never noticed a smell in the room, even when it is full.  I have to admit, however, that when you open that bad boy up to empty it, it's pretty funky, but what do you expect?If you wrap up your diapers good and empty it before it gets so full that you can't squeeze another diaper into it, you will really be happy.  It is very nice to be able to used regular kitchen sized trash bags.  We use the scented bags, which we think helps a lot.Overall, we are very pleased with the Diaper Champ and would recommend it highly! (Only reason I rated it 4out of 5 stars is - nothing's perfect, I have a hard time giving out 5 to anything!)"
Baby Trend Diaper Champ,4,"My son is now 5 mo. and overall, I'm happy with the diaper champ.  I would not recommend wasting money on the types that require special bags. Do not kid yourself that you will have an odor-free diaper pail--I do not think that is possible!  I would rate this as low-odor--I change the bag about once a week.  My complaint, though, is that the plunger-cylinder thing gets stuck because the diapers begin to stack on top of one-another even when the bag is newly-changed.  Also, I do not use the plunger for messy diapers because if the tabs are nor fastened, the tabs get stuck in the plunger thing.  I do not wrap up the messy ones because of the leak factor, so I wind up having to open the lid frequently. The lid is a bit difficult to open, but I like that because when my little guy is more mobile he won't be able to open it!"
Baby Trend Diaper Champ,4,"I like BabyTrend's products. We also have a SnapNGo, and we also seriously considered the Trend High Chair. We've been using the Diaper Champ for almost a year now since our baby was born. I think it does what it advertises and that is that it does a good job of keeping in the odors (we live in a 1 bedroom condo). Pros: easy to use one-hand drop-in mechanism, good odor trapping, can use just about any kind of grocery or plastic bag, convenient handle, and easy to clean. Cons: kind of bulky and heavy even when empty, difficult to open lid for changing. Hint: If using spray cleaning, don't spray water into the drop-in hole. The mechanism is not completely watertight and you'll trap some water in there. Myself, I've actually done a thorough cleaning only twice. Most times I just spray Lysol inside after changing to a new plastic bag."
Baby Trend Diaper Champ,4,"The Diaper Champ doesn't smell - how wonderful!  Also, there are no expensive bags to buy for it - you can use regular plastic bags!  Although it seems to fill up quickly(diapers tend to pile up in the middle), this is an absolute must!"
