TransactionID,Items
9188,"Dairy_Butter,Personal Care_Shampoo"
9189,"Snacks_Biscuits,Household_Toilet Paper,Bakery_Bun,Fruits_Grapes"
9190,"Personal Care_Soap,Dairy_Milk"
9191,"Household_Mop,Dairy_Cheese,Beverages_Water,Bakery_Cake"
9192,"Fruits_Apple,Personal Care_Deodorant,Beverages_Water,Dairy_Yogurt,Dairy_Cream"
9193,"Dairy_Butter,Beverages_Tea,Beverages_Coffee"
9194,"Household_Dish Soap,Bakery_Cake,Fruits_Banana,Dairy_Yogurt"
9195,"Bakery_Cake,Fruits_Grapes"
9196,"Beverages_Water,Snacks_Biscuits,Fruits_Grapes"
9197,"Snacks_Chocolate,Dairy_Butter"
9198,"Personal Care_Soap,Household_Detergent,Snacks_Cookies,Dairy_Milk,Beverages_Juice,Fruits_Orange,Bakery_Croissant"
9199,"Fruits_Apple,Personal Care_Lotion,Beverages_Tea,Personal Care_Soap"
9200,"Beverages_Tea,Dairy_Milk,Dairy_Cheese,Bakery_Cake"
9201,"Fruits_Mango,Beverages_Soda,Bakery_Bread,Dairy_Milk,Personal Care_Soap"
9202,"Snacks_Chocolate,Dairy_Cream,Personal Care_Shampoo"
9203,"Household_Toilet Paper,Bakery_Cake,Personal Care_Toothpaste"
9204,"Personal Care_Soap,Bakery_Cake,Household_Towel,Fruits_Banana,Fruits_Mango,Dairy_Yogurt,Fruits_Grapes"
9205,"Dairy_Cream,Snacks_Chips,Personal Care_Deodorant,Bakery_Cake,Household_Detergent"
9206,"Dairy_Milk,Household_Toilet Paper,Bakery_Donut,Dairy_Cheese,Household_Dish Soap,Bakery_Bread,Dairy_Butter"
9207,"Beverages_Soda,Personal Care_Shampoo,Bakery_Donut,Dairy_Cream,Snacks_Biscuits,Dairy_Milk"
9208,"Household_Detergent,Beverages_Tea,Bakery_Cake,Personal Care_Lotion,Snacks_Chips"
9209,"Dairy_Cream,Fruits_Grapes,Dairy_Butter,Personal Care_Soap,Bakery_Cake,Bakery_Bun,Household_Toilet Paper"
9210,"Bakery_Croissant,Beverages_Water,Household_Dish Soap,Household_Detergent,Snacks_Cookies"
9211,"Household_Toilet Paper,Household_Mop,Personal Care_Toothpaste,Fruits_Mango"
9212,"Beverages_Soda,Dairy_Milk,Household_Detergent,Dairy_Yogurt,Bakery_Bun,Personal Care_Shampoo"
9213,"Fruits_Grapes,Beverages_Juice,Personal Care_Shampoo,Fruits_Orange"
9214,"Bakery_Bun,Snacks_Popcorn,Fruits_Apple,Bakery_Donut,Bakery_Croissant,Dairy_Milk"
9215,"Fruits_Banana,Personal Care_Deodorant,Dairy_Cheese,Dairy_Cream,Personal Care_Shampoo,Fruits_Orange,Personal Care_Soap"
9216,"Snacks_Popcorn,Household_Mop,Beverages_Soda,Beverages_Juice,Personal Care_Shampoo,Personal Care_Toothpaste,Fruits_Banana"
9217,"Household_Dish Soap,Snacks_Popcorn,Bakery_Croissant,Personal Care_Soap"
9218,"Beverages_Soda,Dairy_Butter"
9219,"Personal Care_Soap,Fruits_Grapes,Fruits_Banana,Dairy_Butter,Personal Care_Shampoo"
9220,"Dairy_Milk,Dairy_Cheese,Beverages_Water,Snacks_Chocolate,Fruits_Banana"
9221,"Snacks_Cookies,Dairy_Cheese,Personal Care_Shampoo"
9222,"Bakery_Bun,Bakery_Donut,Snacks_Popcorn,Fruits_Orange,Personal Care_Deodorant,Dairy_Yogurt,Dairy_Milk"
9223,"Snacks_Popcorn,Beverages_Tea,Household_Mop,Fruits_Apple,Bakery_Donut"
9224,"Fruits_Apple,Dairy_Cheese,Snacks_Cookies,Dairy_Butter"
9225,"Beverages_Tea,Household_Detergent,Bakery_Croissant"
9226,"Household_Mop,Bakery_Cake,Fruits_Apple,Dairy_Milk,Personal Care_Shampoo"
9227,"Household_Detergent,Bakery_Croissant,Personal Care_Lotion,Bakery_Donut,Fruits_Orange"
9228,"Snacks_Cookies,Beverages_Coffee,Snacks_Chocolate,Beverages_Tea"
9229,"Household_Mop,Snacks_Cookies,Beverages_Coffee,Personal Care_Toothpaste"
9230,"Personal Care_Toothpaste,Snacks_Popcorn,Household_Mop,Bakery_Bread,Snacks_Cookies"
9231,"Snacks_Popcorn,Beverages_Water,Beverages_Juice,Bakery_Croissant,Bakery_Donut,Dairy_Milk"
9232,"Bakery_Croissant,Fruits_Orange,Personal Care_Deodorant,Beverages_Water,Household_Detergent"
9233,"Snacks_Popcorn,Fruits_Grapes,Beverages_Water"
9234,"Fruits_Apple,Snacks_Biscuits"
9235,"Beverages_Coffee,Fruits_Grapes,Personal Care_Deodorant,Snacks_Chips,Dairy_Cheese,Bakery_Bread"
9236,"Dairy_Cream,Fruits_Grapes,Personal Care_Shampoo,Beverages_Soda"
9237,"Beverages_Coffee,Bakery_Donut,Household_Mop,Beverages_Soda,Fruits_Orange"
9238,"Fruits_Apple,Beverages_Soda"
9239,"Snacks_Biscuits,Fruits_Grapes"
9240,"Personal Care_Toothpaste,Fruits_Mango,Personal Care_Deodorant,Snacks_Cookies"
9241,"Personal Care_Shampoo,Personal Care_Toothpaste,Fruits_Mango,Personal Care_Soap,Beverages_Tea"
9242,"Household_Dish Soap,Snacks_Popcorn,Beverages_Soda"
9243,"Snacks_Chips,Personal Care_Toothpaste,Bakery_Croissant,Beverages_Juice,Personal Care_Shampoo"
9244,"Bakery_Cake,Snacks_Popcorn,Dairy_Cream,Bakery_Bread"
9245,"Dairy_Cheese,Beverages_Water,Snacks_Popcorn,Beverages_Coffee,Beverages_Tea,Dairy_Yogurt,Personal Care_Lotion"
9246,"Snacks_Popcorn,Fruits_Apple,Beverages_Water,Household_Towel,Bakery_Bun,Dairy_Cheese"
9247,"Snacks_Popcorn,Fruits_Mango"
9248,"Household_Detergent,Fruits_Banana,Bakery_Cake,Beverages_Soda,Snacks_Chips,Beverages_Tea,Personal Care_Deodorant"
9249,"Bakery_Donut,Personal Care_Lotion,Household_Mop,Personal Care_Shampoo,Snacks_Chips"
9250,"Snacks_Popcorn,Household_Mop,Snacks_Chips,Beverages_Coffee,Dairy_Butter,Snacks_Biscuits"
9251,"Household_Towel,Snacks_Popcorn,Household_Dish Soap,Personal Care_Soap,Household_Detergent,Snacks_Biscuits"
9252,"Personal Care_Shampoo,Personal Care_Soap,Household_Toilet Paper"
9253,"Dairy_Cream,Fruits_Banana,Dairy_Milk,Bakery_Croissant,Personal Care_Deodorant"
9254,"Bakery_Bun,Fruits_Grapes,Bakery_Donut,Beverages_Water,Snacks_Chocolate,Dairy_Cheese,Household_Mop"
9255,"Beverages_Tea,Household_Towel,Beverages_Coffee,Dairy_Yogurt,Household_Detergent,Household_Toilet Paper"
9256,"Snacks_Chips,Beverages_Juice,Dairy_Cheese,Bakery_Cake,Beverages_Coffee"
9257,"Household_Dish Soap,Snacks_Chocolate,Bakery_Croissant,Household_Mop,Fruits_Mango,Dairy_Cream"
9258,"Snacks_Biscuits,Snacks_Chocolate"
9259,"Bakery_Croissant,Snacks_Cookies,Fruits_Grapes,Fruits_Apple"
9260,"Personal Care_Soap,Dairy_Cream,Personal Care_Deodorant"
9261,"Household_Toilet Paper,Beverages_Water"
9262,"Household_Detergent,Beverages_Juice,Household_Toilet Paper"
9263,"Snacks_Popcorn,Fruits_Mango,Beverages_Tea,Beverages_Coffee"
9264,"Personal Care_Lotion,Beverages_Juice,Dairy_Milk,Household_Toilet Paper"
9265,"Household_Dish Soap,Fruits_Mango,Dairy_Cheese,Household_Toilet Paper,Bakery_Croissant,Household_Detergent"
9266,"Dairy_Cheese,Fruits_Banana,Dairy_Cream,Beverages_Water,Bakery_Cake"
9267,"Personal Care_Lotion,Fruits_Mango,Bakery_Croissant,Household_Mop,Beverages_Coffee"
9268,"Bakery_Cake,Snacks_Popcorn,Snacks_Chips,Beverages_Coffee"
9269,"Bakery_Bun,Snacks_Chocolate"
9270,"Personal Care_Soap,Bakery_Bun,Dairy_Milk,Fruits_Orange,Bakery_Bread"
9271,"Snacks_Chocolate,Beverages_Coffee,Beverages_Tea"
9272,"Bakery_Bread,Fruits_Orange"
9273,"Household_Mop,Fruits_Mango,Beverages_Juice,Household_Towel,Household_Toilet Paper,Bakery_Bun,Personal Care_Lotion"
9274,"Personal Care_Lotion,Beverages_Tea,Personal Care_Deodorant"
9275,"Personal Care_Lotion,Snacks_Chips"
9276,"Beverages_Coffee,Fruits_Grapes,Personal Care_Shampoo,Household_Toilet Paper"
9277,"Personal Care_Lotion,Snacks_Chips"
9278,"Dairy_Cream,Household_Dish Soap,Personal Care_Deodorant,Bakery_Cake,Snacks_Chocolate,Bakery_Donut,Beverages_Tea"
9279,"Beverages_Juice,Household_Mop"
9280,"Beverages_Coffee,Household_Dish Soap,Snacks_Biscuits"
9281,"Bakery_Bun,Fruits_Banana,Snacks_Cookies,Beverages_Juice,Bakery_Donut"
9282,"Snacks_Chips,Beverages_Soda,Beverages_Juice,Dairy_Yogurt,Personal Care_Deodorant,Household_Toilet Paper,Household_Dish Soap"
9283,"Fruits_Orange,Household_Mop,Personal Care_Toothpaste,Snacks_Chocolate,Dairy_Milk,Personal Care_Shampoo"
9284,"Household_Dish Soap,Snacks_Biscuits,Fruits_Banana,Bakery_Donut,Bakery_Croissant,Beverages_Coffee"
9285,"Fruits_Mango,Snacks_Chocolate"
9286,"Household_Toilet Paper,Snacks_Chips,Personal Care_Toothpaste,Snacks_Biscuits,Fruits_Apple"
9287,"Bakery_Croissant,Personal Care_Lotion,Household_Dish Soap,Snacks_Popcorn,Beverages_Coffee,Dairy_Cheese"
9288,"Beverages_Soda,Dairy_Yogurt,Personal Care_Soap,Beverages_Juice,Beverages_Tea,Personal Care_Toothpaste,Household_Towel"
9289,"Snacks_Biscuits,Household_Detergent"
9290,"Beverages_Water,Dairy_Yogurt"
9291,"Household_Mop,Snacks_Biscuits"
9292,"Personal Care_Shampoo,Fruits_Apple,Beverages_Juice,Fruits_Banana,Fruits_Mango"
9293,"Fruits_Orange,Fruits_Banana,Dairy_Butter,Household_Toilet Paper,Personal Care_Toothpaste"
9294,"Household_Toilet Paper,Personal Care_Deodorant,Dairy_Milk,Snacks_Chocolate,Personal Care_Lotion,Dairy_Cream"
9295,"Bakery_Cake,Beverages_Water"
9296,"Beverages_Tea,Snacks_Biscuits"
9297,"Beverages_Tea,Snacks_Biscuits,Dairy_Milk,Fruits_Orange,Dairy_Butter,Snacks_Chocolate"
9298,"Beverages_Juice,Beverages_Water,Fruits_Apple"
9299,"Personal Care_Deodorant,Bakery_Cake,Beverages_Coffee"
9300,"Snacks_Chips,Dairy_Butter,Snacks_Chocolate,Bakery_Donut,Fruits_Mango,Household_Mop,Fruits_Orange"
9301,"Bakery_Bread,Bakery_Croissant,Beverages_Soda,Dairy_Butter,Dairy_Cream"
9302,"Beverages_Water,Snacks_Chocolate"
9303,"Dairy_Butter,Snacks_Popcorn"
9304,"Household_Toilet Paper,Beverages_Water,Personal Care_Soap"
9305,"Beverages_Coffee,Personal Care_Lotion,Fruits_Banana,Personal Care_Soap"
9306,"Bakery_Bun,Beverages_Soda"
9307,"Household_Towel,Personal Care_Toothpaste"
9308,"Household_Towel,Dairy_Cheese"
9309,"Household_Toilet Paper,Dairy_Yogurt,Beverages_Tea,Dairy_Butter,Fruits_Mango,Bakery_Donut,Dairy_Cheese"
9310,"Dairy_Cheese,Dairy_Yogurt,Bakery_Cake,Personal Care_Toothpaste,Snacks_Chocolate,Beverages_Juice"
9311,"Fruits_Mango,Household_Towel"
9312,"Household_Dish Soap,Dairy_Milk,Personal Care_Lotion,Bakery_Cake,Beverages_Tea,Household_Mop,Household_Towel"
9313,"Household_Dish Soap,Personal Care_Toothpaste,Bakery_Cake,Household_Towel,Snacks_Chips"
9314,"Household_Dish Soap,Personal Care_Deodorant,Personal Care_Lotion,Fruits_Grapes,Household_Toilet Paper"
9315,"Bakery_Donut,Personal Care_Toothpaste,Dairy_Cheese"
9316,"Fruits_Apple,Fruits_Banana,Beverages_Water,Household_Dish Soap,Beverages_Coffee"
9317,"Household_Mop,Snacks_Biscuits"
9318,"Beverages_Juice,Fruits_Banana,Beverages_Coffee,Fruits_Orange,Household_Detergent,Household_Mop"
9319,"Snacks_Popcorn,Bakery_Bun,Dairy_Milk,Fruits_Grapes,Dairy_Butter,Beverages_Juice"
9320,"Personal Care_Shampoo,Personal Care_Lotion,Fruits_Orange,Fruits_Grapes,Bakery_Cake"
9321,"Dairy_Cream,Snacks_Chips,Fruits_Mango,Personal Care_Soap,Dairy_Butter"
9322,"Fruits_Mango,Snacks_Biscuits,Personal Care_Deodorant,Dairy_Milk,Fruits_Banana,Household_Detergent"
9323,"Snacks_Biscuits,Bakery_Bread"
9324,"Snacks_Chips,Household_Towel,Bakery_Bread,Bakery_Croissant"
9325,"Dairy_Butter,Beverages_Water,Bakery_Cake,Bakery_Croissant,Bakery_Bread"
9326,"Snacks_Chocolate,Beverages_Soda,Beverages_Tea,Household_Dish Soap"
9327,"Beverages_Coffee,Bakery_Cake,Beverages_Tea"
9328,"Snacks_Cookies,Personal Care_Shampoo,Household_Dish Soap,Personal Care_Soap,Bakery_Bun,Household_Toilet Paper"
9329,"Snacks_Popcorn,Personal Care_Deodorant,Beverages_Coffee,Household_Detergent,Beverages_Soda,Dairy_Cream"
9330,"Snacks_Chocolate,Beverages_Tea,Bakery_Croissant,Household_Toilet Paper,Snacks_Cookies"
9331,"Snacks_Biscuits,Fruits_Apple,Personal Care_Soap"
9332,"Bakery_Cake,Dairy_Yogurt,Personal Care_Deodorant"
9333,"Beverages_Juice,Fruits_Grapes,Beverages_Soda"
9334,"Fruits_Orange,Snacks_Biscuits,Household_Mop,Beverages_Juice"
9335,"Beverages_Juice,Snacks_Cookies,Dairy_Yogurt,Household_Toilet Paper,Snacks_Chips,Fruits_Orange"
9336,"Fruits_Mango,Dairy_Yogurt,Beverages_Juice"
9337,"Snacks_Cookies,Personal Care_Shampoo,Beverages_Tea"
9338,"Fruits_Apple,Bakery_Bread,Personal Care_Lotion,Personal Care_Soap"
9339,"Dairy_Milk,Beverages_Soda,Household_Toilet Paper,Personal Care_Toothpaste,Dairy_Butter"
9340,"Snacks_Biscuits,Beverages_Juice,Dairy_Butter,Snacks_Cookies"
9341,"Household_Toilet Paper,Dairy_Butter,Bakery_Cake"
9342,"Household_Detergent,Personal Care_Soap,Bakery_Croissant,Fruits_Grapes"
9343,"Household_Towel,Fruits_Banana,Bakery_Bread,Beverages_Tea,Bakery_Cake,Dairy_Butter,Household_Mop"
9344,"Fruits_Apple,Household_Mop,Personal Care_Toothpaste,Snacks_Cookies,Beverages_Water,Bakery_Cake"
9345,"Beverages_Soda,Fruits_Banana,Bakery_Cake,Household_Towel,Beverages_Juice"
9346,"Dairy_Butter,Fruits_Orange,Dairy_Cream,Fruits_Mango,Bakery_Cake"
9347,"Snacks_Cookies,Bakery_Cake,Household_Dish Soap,Dairy_Cream,Fruits_Orange,Bakery_Bun"
9348,"Fruits_Grapes,Household_Mop,Household_Detergent,Dairy_Milk"
9349,"Beverages_Tea,Dairy_Cheese,Dairy_Butter,Snacks_Chips,Snacks_Chocolate"
9350,"Snacks_Chips,Personal Care_Soap,Snacks_Popcorn,Personal Care_Deodorant,Bakery_Bread"
9351,"Dairy_Butter,Personal Care_Lotion,Household_Toilet Paper,Dairy_Cream,Bakery_Croissant,Fruits_Apple"
9352,"Bakery_Bread,Snacks_Cookies,Fruits_Banana,Bakery_Croissant,Fruits_Mango,Dairy_Cheese,Personal Care_Deodorant"
9353,"Bakery_Cake,Beverages_Juice,Fruits_Banana,Bakery_Donut,Snacks_Chocolate"
9354,"Personal Care_Soap,Fruits_Grapes,Snacks_Popcorn,Fruits_Banana,Bakery_Croissant,Beverages_Juice,Beverages_Tea"
9355,"Bakery_Bun,Beverages_Coffee,Bakery_Donut"
9356,"Beverages_Juice,Beverages_Coffee,Personal Care_Lotion,Snacks_Cookies,Household_Detergent,Dairy_Yogurt,Dairy_Milk"
9357,"Snacks_Popcorn,Personal Care_Lotion,Bakery_Bread,Snacks_Chocolate"
9358,"Fruits_Orange,Dairy_Milk"
9359,"Bakery_Cake,Bakery_Bread,Dairy_Cream,Household_Mop"
9360,"Household_Mop,Personal Care_Toothpaste,Snacks_Popcorn,Fruits_Apple,Fruits_Orange,Bakery_Bun"
9361,"Bakery_Cake,Fruits_Orange,Beverages_Water,Snacks_Biscuits,Bakery_Croissant,Fruits_Banana,Fruits_Mango"
9362,"Personal Care_Deodorant,Dairy_Milk,Bakery_Bun,Fruits_Orange,Beverages_Tea,Snacks_Chocolate"
9363,"Bakery_Croissant,Personal Care_Lotion"
9364,"Fruits_Banana,Beverages_Coffee,Beverages_Soda,Beverages_Water,Snacks_Popcorn"
9365,"Snacks_Chips,Fruits_Apple,Dairy_Yogurt,Fruits_Grapes,Personal Care_Soap,Snacks_Popcorn,Household_Detergent"
9366,"Fruits_Orange,Beverages_Water,Dairy_Butter,Bakery_Bun,Fruits_Grapes,Beverages_Coffee,Snacks_Chocolate"
9367,"Beverages_Coffee,Bakery_Bun,Personal Care_Deodorant,Beverages_Juice"
9368,"Personal Care_Lotion,Fruits_Banana,Household_Detergent,Fruits_Orange,Personal Care_Soap"
9369,"Snacks_Chocolate,Bakery_Cake,Beverages_Coffee"
9370,"Beverages_Water,Beverages_Soda,Fruits_Mango,Fruits_Grapes,Bakery_Cake,Personal Care_Soap,Household_Mop"
9371,"Bakery_Bun,Beverages_Juice"
9372,"Personal Care_Lotion,Dairy_Cream,Snacks_Cookies,Personal Care_Soap"
9373,"Personal Care_Deodorant,Bakery_Cake,Household_Towel,Fruits_Grapes,Personal Care_Shampoo"
9374,"Dairy_Cheese,Household_Mop,Personal Care_Deodorant,Personal Care_Soap,Fruits_Grapes"
9375,"Fruits_Grapes,Snacks_Biscuits,Personal Care_Soap"
9376,"Household_Detergent,Bakery_Bun,Beverages_Water,Beverages_Juice,Beverages_Coffee,Personal Care_Soap"
9377,"Beverages_Tea,Personal Care_Lotion,Beverages_Coffee,Snacks_Biscuits,Bakery_Bread,Snacks_Chocolate,Bakery_Bun"
9378,"Household_Toilet Paper,Household_Detergent,Bakery_Bread,Snacks_Popcorn,Snacks_Chips,Dairy_Butter,Personal Care_Deodorant"
9379,"Fruits_Mango,Snacks_Cookies,Dairy_Yogurt"
9380,"Fruits_Banana,Beverages_Water,Household_Detergent,Beverages_Soda,Fruits_Mango,Bakery_Donut,Personal Care_Lotion"
9381,"Household_Detergent,Household_Dish Soap,Beverages_Soda,Snacks_Chocolate,Household_Toilet Paper,Fruits_Grapes,Bakery_Bread"
9382,"Dairy_Cheese,Household_Dish Soap,Fruits_Grapes,Fruits_Banana,Fruits_Orange,Dairy_Cream"
9383,"Dairy_Butter,Personal Care_Toothpaste,Fruits_Orange,Beverages_Juice,Snacks_Chocolate,Personal Care_Deodorant"
9384,"Dairy_Yogurt,Bakery_Croissant"
9385,"Fruits_Grapes,Personal Care_Shampoo,Fruits_Apple"
9386,"Bakery_Bun,Beverages_Juice,Personal Care_Lotion,Dairy_Cheese,Household_Towel"
9387,"Household_Towel,Personal Care_Soap,Beverages_Tea,Dairy_Yogurt,Snacks_Popcorn,Fruits_Orange,Household_Detergent"
9388,"Beverages_Soda,Personal Care_Soap,Beverages_Tea"
9389,"Dairy_Milk,Personal Care_Toothpaste,Personal Care_Lotion"
9390,"Snacks_Chips,Fruits_Orange"
9391,"Bakery_Croissant,Snacks_Cookies,Beverages_Tea,Snacks_Biscuits,Beverages_Juice,Household_Detergent,Fruits_Apple"
9392,"Fruits_Mango,Bakery_Bread,Bakery_Cake,Personal Care_Toothpaste,Snacks_Biscuits,Dairy_Milk,Personal Care_Deodorant"
9393,"Beverages_Coffee,Dairy_Butter,Household_Detergent"
9394,"Beverages_Water,Personal Care_Lotion,Household_Detergent"
9395,"Personal Care_Toothpaste,Beverages_Water,Household_Towel,Household_Toilet Paper"
9396,"Dairy_Milk,Bakery_Donut,Dairy_Yogurt,Bakery_Cake,Household_Dish Soap,Snacks_Popcorn,Beverages_Soda"
9397,"Personal Care_Shampoo,Dairy_Yogurt"
9398,"Beverages_Water,Bakery_Cake,Dairy_Cream"
9399,"Snacks_Biscuits,Personal Care_Toothpaste"
9400,"Fruits_Grapes,Fruits_Banana,Personal Care_Soap"
9401,"Household_Dish Soap,Fruits_Orange,Snacks_Popcorn,Dairy_Cheese,Snacks_Chips,Household_Toilet Paper"
9402,"Snacks_Cookies,Household_Detergent,Dairy_Cheese,Personal Care_Soap,Household_Toilet Paper"
9403,"Household_Mop,Fruits_Banana"
9404,"Fruits_Apple,Fruits_Grapes,Personal Care_Toothpaste,Household_Mop,Beverages_Water"
9405,"Household_Toilet Paper,Bakery_Croissant,Beverages_Coffee,Beverages_Water,Bakery_Cake,Personal Care_Toothpaste,Dairy_Butter"
9406,"Beverages_Soda,Dairy_Milk,Snacks_Chips,Household_Toilet Paper,Personal Care_Deodorant,Snacks_Biscuits,Personal Care_Lotion"
9407,"Snacks_Biscuits,Personal Care_Lotion,Dairy_Yogurt,Personal Care_Toothpaste,Dairy_Cream,Household_Toilet Paper,Household_Towel"
9408,"Bakery_Donut,Household_Towel"
9409,"Beverages_Soda,Dairy_Butter,Fruits_Grapes,Personal Care_Deodorant"
9410,"Personal Care_Lotion,Dairy_Milk,Beverages_Juice,Fruits_Orange"
9411,"Household_Detergent,Beverages_Water"
9412,"Fruits_Grapes,Household_Towel"
9413,"Snacks_Cookies,Household_Mop"
9414,"Bakery_Donut,Fruits_Orange,Fruits_Mango,Beverages_Water,Beverages_Coffee"
9415,"Snacks_Chocolate,Personal Care_Lotion,Beverages_Juice,Beverages_Soda,Snacks_Biscuits,Household_Toilet Paper"
9416,"Household_Mop,Bakery_Bun,Dairy_Milk,Personal Care_Deodorant,Household_Dish Soap"
9417,"Beverages_Soda,Fruits_Grapes,Fruits_Orange"
9418,"Dairy_Butter,Snacks_Cookies,Fruits_Orange,Household_Detergent,Snacks_Chocolate"
9419,"Fruits_Banana,Dairy_Yogurt,Bakery_Croissant,Household_Mop,Beverages_Coffee"
9420,"Bakery_Donut,Beverages_Juice,Beverages_Water,Dairy_Cheese"
9421,"Bakery_Bread,Snacks_Popcorn,Bakery_Donut,Household_Dish Soap,Fruits_Banana"
9422,"Fruits_Mango,Household_Dish Soap,Household_Mop,Fruits_Orange"
9423,"Bakery_Donut,Household_Toilet Paper,Snacks_Popcorn,Dairy_Cream,Fruits_Mango,Household_Dish Soap"
9424,"Dairy_Cheese,Snacks_Biscuits,Bakery_Donut,Dairy_Milk,Personal Care_Toothpaste"
9425,"Bakery_Cake,Fruits_Mango,Fruits_Orange,Household_Dish Soap,Dairy_Yogurt,Beverages_Soda,Snacks_Chips"
9426,"Personal Care_Lotion,Beverages_Soda,Bakery_Croissant,Fruits_Banana,Household_Mop"
9427,"Fruits_Apple,Dairy_Butter,Fruits_Grapes"
9428,"Household_Dish Soap,Beverages_Water,Personal Care_Soap,Bakery_Croissant"
9429,"Personal Care_Deodorant,Personal Care_Lotion,Fruits_Grapes,Beverages_Juice,Fruits_Mango,Snacks_Popcorn,Household_Mop"
9430,"Bakery_Bread,Personal Care_Shampoo,Household_Detergent,Dairy_Milk,Personal Care_Lotion,Snacks_Chips,Beverages_Coffee"
9431,"Beverages_Water,Dairy_Cream"
9432,"Personal Care_Toothpaste,Fruits_Mango"
9433,"Beverages_Juice,Beverages_Coffee,Snacks_Chocolate"
9434,"Fruits_Banana,Snacks_Popcorn,Beverages_Soda,Bakery_Donut"
9435,"Personal Care_Lotion,Bakery_Bun,Fruits_Banana,Bakery_Cake,Personal Care_Shampoo,Dairy_Butter"
9436,"Bakery_Cake,Beverages_Tea,Household_Detergent,Bakery_Bun,Beverages_Water"
9437,"Bakery_Donut,Personal Care_Soap,Dairy_Yogurt,Personal Care_Toothpaste"
9438,"Fruits_Grapes,Snacks_Chips,Bakery_Bread"
9439,"Household_Mop,Household_Detergent,Bakery_Bread"
9440,"Snacks_Biscuits,Snacks_Cookies,Beverages_Juice"
9441,"Bakery_Croissant,Snacks_Chocolate,Snacks_Biscuits"
9442,"Snacks_Biscuits,Fruits_Banana,Beverages_Tea,Snacks_Cookies,Snacks_Chips"
9443,"Bakery_Croissant,Personal Care_Deodorant,Snacks_Popcorn,Dairy_Yogurt,Household_Mop"
9444,"Personal Care_Toothpaste,Snacks_Biscuits,Household_Towel,Personal Care_Lotion,Beverages_Water"
9445,"Beverages_Soda,Dairy_Milk,Fruits_Mango,Household_Mop,Fruits_Apple"
9446,"Beverages_Soda,Bakery_Bread,Bakery_Croissant,Dairy_Cheese,Fruits_Grapes"
9447,"Beverages_Juice,Snacks_Popcorn,Snacks_Cookies,Household_Toilet Paper,Dairy_Cream"
9448,"Fruits_Orange,Snacks_Biscuits,Bakery_Bread"
9449,"Dairy_Milk,Fruits_Grapes,Fruits_Orange,Household_Toilet Paper,Personal Care_Toothpaste"
9450,"Household_Mop,Household_Dish Soap,Bakery_Bun,Bakery_Cake,Personal Care_Shampoo,Fruits_Orange,Snacks_Popcorn"
9451,"Household_Mop,Personal Care_Soap,Dairy_Yogurt,Bakery_Bun,Dairy_Butter"
9452,"Bakery_Bread,Dairy_Yogurt,Bakery_Bun,Snacks_Popcorn,Personal Care_Soap,Bakery_Croissant"
9453,"Snacks_Biscuits,Personal Care_Shampoo,Beverages_Tea"
9454,"Personal Care_Deodorant,Personal Care_Soap"
9455,"Bakery_Cake,Personal Care_Soap,Snacks_Chips,Beverages_Tea,Dairy_Yogurt,Dairy_Cheese,Fruits_Orange"
9456,"Bakery_Cake,Bakery_Bun"
9457,"Personal Care_Lotion,Household_Toilet Paper,Fruits_Orange,Beverages_Coffee"
9458,"Beverages_Tea,Beverages_Soda,Bakery_Donut,Personal Care_Deodorant"
9459,"Dairy_Yogurt,Beverages_Coffee,Dairy_Cheese,Personal Care_Deodorant"
9460,"Bakery_Cake,Personal Care_Toothpaste,Personal Care_Soap,Dairy_Cheese,Fruits_Grapes"
9461,"Personal Care_Lotion,Bakery_Bread,Fruits_Grapes,Beverages_Coffee,Fruits_Orange,Beverages_Water,Beverages_Juice"
9462,"Beverages_Coffee,Personal Care_Lotion,Bakery_Bread,Personal Care_Deodorant,Dairy_Butter"
9463,"Snacks_Chocolate,Household_Dish Soap,Beverages_Tea,Dairy_Butter,Fruits_Grapes,Dairy_Cream,Bakery_Croissant"
9464,"Beverages_Coffee,Household_Toilet Paper,Beverages_Soda,Bakery_Cake,Fruits_Orange,Household_Mop,Snacks_Chips"
9465,"Beverages_Soda,Bakery_Croissant,Personal Care_Deodorant,Dairy_Butter,Fruits_Orange"
9466,"Dairy_Milk,Snacks_Popcorn,Fruits_Apple,Snacks_Chocolate,Beverages_Juice,Household_Detergent,Dairy_Cheese"
9467,"Snacks_Chocolate,Bakery_Cake,Beverages_Juice,Household_Towel,Bakery_Bread"
9468,"Fruits_Grapes,Household_Dish Soap,Dairy_Cream,Household_Mop,Snacks_Chips,Beverages_Water"
9469,"Fruits_Grapes,Snacks_Popcorn,Beverages_Water,Dairy_Butter,Dairy_Cheese"
9470,"Bakery_Donut,Snacks_Cookies,Household_Mop,Bakery_Croissant"
9471,"Fruits_Mango,Beverages_Soda,Beverages_Coffee"
9472,"Snacks_Chips,Beverages_Coffee,Personal Care_Lotion,Snacks_Biscuits,Snacks_Cookies,Beverages_Water"
9473,"Fruits_Banana,Beverages_Soda,Fruits_Grapes,Dairy_Yogurt,Beverages_Juice,Snacks_Chips,Personal Care_Lotion"
9474,"Personal Care_Lotion,Bakery_Donut,Snacks_Cookies"
9475,"Bakery_Croissant,Beverages_Juice,Personal Care_Lotion,Snacks_Chips,Bakery_Cake,Bakery_Bread,Fruits_Mango"
9476,"Personal Care_Soap,Snacks_Biscuits"
